category,category_min_salary,category_max_salary,job_title,job_min_salary,job_max_salary,job_average_salary,salary_range,job_url
"Transport, Haulage, Logistics",899998,2638107,Aircraft Technician,1210518,2731638,1971078.0,1521120,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/aircraft-technician?lang=en
"Transport, Haulage, Logistics",899998,2638107,Aircraft engineer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/aircraft-engineer?lang=en
"Transport, Haulage, Logistics",899998,2638107,Bus Driver,1144791,2546320,1845555.5,1401529,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/bus-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Car Driver,915711,2107930,1511820.5,1192219,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/car-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Co-ordinator,1082184,2586796,1834490.0,1504612,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/co-ordinator?lang=en
"Transport, Haulage, Logistics",899998,2638107,Counter Clerk,667930,2075611,1371770.5,1407681,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/counter-clerk?lang=en
"Transport, Haulage, Logistics",899998,2638107,Courier,989003,2195418,1592210.5,1206415,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/courier?lang=en
"Transport, Haulage, Logistics",899998,2638107,Customs Broker,1029566,2499340,1764453.0,1469774,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/customs-broker?lang=en
"Transport, Haulage, Logistics",899998,2638107,Dispatch clerk,903332,2340198,1621765.0,1436866,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/dispatch-clerk?lang=en
"Transport, Haulage, Logistics",899998,2638107,Distribution Clerk,814252,2366126,1590189.0,1551874,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/distribution-clerk?lang=en
"Transport, Haulage, Logistics",899998,2638107,Driver,1006176,2267759,1636967.5,1261583,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Engine Driver,1227113,2743532,1985322.5,1516419,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/engine-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Forklift Truck Operator,960375,2134232,1547303.5,1173857,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/forklift-truck-operator?lang=en
"Transport, Haulage, Logistics",899998,2638107,Forwarder,1096023,2592237,1844130.0,1496214,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/forwarder?lang=en
"Transport, Haulage, Logistics",899998,2638107,Head of Vehicle Technical Inspection,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/head-of-vehicle-technical-inspection?lang=en
"Transport, Haulage, Logistics",899998,2638107,Import/Export Officer,1055616,2520371,1787993.5,1464755,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/import-export-officer?lang=en
"Transport, Haulage, Logistics",899998,2638107,Logistics Clerk,1103621,2545109,1824365.0,1441488,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/logistics-clerk?lang=en
"Transport, Haulage, Logistics",899998,2638107,Logistics Controller,1131172,2642992,1887082.0,1511820,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/logistics-controller?lang=en
"Transport, Haulage, Logistics",899998,2638107,Lorry Driver,1201973,2748957,1975465.0,1546984,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/lorry-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Maritime Transport Organiser,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/maritime-transport-organiser?lang=en
"Transport, Haulage, Logistics",899998,2638107,Naval Officer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/naval-officer?lang=en
"Transport, Haulage, Logistics",899998,2638107,Pilot,2124531,8429451,5276991.0,6304920,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/pilot?lang=en
"Transport, Haulage, Logistics",899998,2638107,Postal Delivery Worker,726038,1638846,1182442.0,912808,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/postal-delivery-worker?lang=en
"Transport, Haulage, Logistics",899998,2638107,Postal worker,575664,1761047,1168355.5,1185383,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/postal-worker?lang=en
"Transport, Haulage, Logistics",899998,2638107,Project Manager,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/project-manager?lang=en
"Transport, Haulage, Logistics",899998,2638107,Purchasing Manager,1239420,3264088,2251754.0,2024668,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/purchasing-manager?lang=en
"Transport, Haulage, Logistics",899998,2638107,"Rail Transport Controller (shunter, signalist)",0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/rail-transport-controller-shunter-signalist?lang=en
"Transport, Haulage, Logistics",899998,2638107,Sailor,2014002,6187023,4100512.5,4173021,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/sailor?lang=en
"Transport, Haulage, Logistics",899998,2638107,Sales Office Manager,1102923,2644992,1873957.5,1542069,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/sales-office-manager?lang=en
"Transport, Haulage, Logistics",899998,2638107,Supply Chain Specialist,1317999,3994459,2656229.0,2676460,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/supply-chain-specialist?lang=en
"Transport, Haulage, Logistics",899998,2638107,Supply Technician,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/supply-technician?lang=en
"Transport, Haulage, Logistics",899998,2638107,Taxi driver,1178293,2754067,1966180.0,1575774,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/taxi-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Terminal operator,1164888,2674114,1919501.0,1509226,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/terminal-operator?lang=en
"Transport, Haulage, Logistics",899998,2638107,Traffic Controller,1325265,2939990,2132627.5,1614725,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/traffic-controller?lang=en
"Transport, Haulage, Logistics",899998,2638107,Traffic Engineer,1223192,2787571,2005381.5,1564379,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/traffic-engineer?lang=en
"Transport, Haulage, Logistics",899998,2638107,Train Conductor,961916,2223361,1592638.5,1261445,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/train-conductor?lang=en
"Transport, Haulage, Logistics",899998,2638107,Train Dispatcher,1007478,2249613,1628545.5,1242135,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/train-dispatcher?lang=en
"Transport, Haulage, Logistics",899998,2638107,Tram Driver,1182495,2716509,1949502.0,1534014,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/tram-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Trolleybus Driver,1045271,2401268,1723269.5,1355997,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/trolleybus-driver?lang=en
"Transport, Haulage, Logistics",899998,2638107,Warehouseman,898174,2060752,1479463.0,1162578,https://www.paylab.com/mn/salaryinfo/transport-haulage-logistics/warehouseman?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Axeman,1249392,2884489,2066940.5,1635097,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/axeman?lang=en
"Water Management, Forestry, Environment",1096234,2418943,District Forest Officer,1221830,2630908,1926369.0,1409078,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/district-forest-officer?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Ecologist,1079140,2375365,1727252.5,1296225,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/ecologist?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Environmentalist,1170459,2522030,1846244.5,1351571,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/environmentalist?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Forest Engineer,1043050,2272343,1657696.5,1229293,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/forest-engineer?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Forest Technician,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/forest-technician?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Forester,976758,2104339,1540548.5,1127581,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/forester?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Forestry Manager,1518438,3375739,2447088.5,1857301,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/forestry-manager?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Meteorologist,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/meteorologist?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Mining Manager,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/mining-manager?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Water Management Engineer,1200181,2545142,1872661.5,1344961,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/water-management-engineer?lang=en
"Water Management, Forestry, Environment",1096234,2418943,Water Management Technician,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/water-management-forestry-environment/water-management-technician?lang=en
Wood Processing Industry,1011819,2322568,Cabinet Maker,1145789,2209868,1677828.5,1064079,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/cabinet-maker?lang=en
Wood Processing Industry,1011819,2322568,Design Engineer,1092254,2953617,2022935.5,1861363,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/design-engineer?lang=en
Wood Processing Industry,1011819,2322568,Joiner,1054360,2032938,1543649.0,978578,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/joiner?lang=en
Wood Processing Industry,1011819,2322568,Lumberjack,991122,2301845,1646483.5,1310723,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/lumberjack?lang=en
Wood Processing Industry,1011819,2322568,Machine Operator,931391,1852989,1392190.0,921598,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/machine-operator?lang=en
Wood Processing Industry,1011819,2322568,Saw filer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/saw-filer?lang=en
Wood Processing Industry,1011819,2322568,Timber Engineer,1248318,3093148,2170733.0,1844830,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/timber-engineer?lang=en
Wood Processing Industry,1011819,2322568,Upholsterer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/upholsterer?lang=en
Wood Processing Industry,1011819,2322568,Woodworking Technician,865888,2452234,1659061.0,1586346,https://www.paylab.com/mn/salaryinfo/wood-processing-industry/woodworking-technician?lang=en
