category,category_min_salary,category_max_salary,job_title,job_min_salary,job_max_salary,job_average_salary,salary_range,job_url
Administration,1026907,2299568,Administrative Worker,961523,2034023,1497773.0,1072500,https://www.paylab.com/mn/salaryinfo/administration/administrative-worker?lang=en
Administration,1026907,2299568,"Archivist, Registry Administrator",836456,2185851,1511153.5,1349395,https://www.paylab.com/mn/salaryinfo/administration/archivist-registry-administrator?lang=en
Administration,1026907,2299568,Assistant,1046181,2094383,1570282.0,1048202,https://www.paylab.com/mn/salaryinfo/administration/assistant?lang=en
Administration,1026907,2299568,CSR specialist,1385029,2825710,2105369.5,1440681,https://www.paylab.com/mn/salaryinfo/administration/csr-specialist?lang=en
Administration,1026907,2299568,Call Operator,1046153,2000264,1523208.5,954111,https://www.paylab.com/mn/salaryinfo/administration/call-operator?lang=en
Administration,1026907,2299568,Chief Receptionist Officer,1105777,2238338,1672057.5,1132561,https://www.paylab.com/mn/salaryinfo/administration/chief-receptionist-officer?lang=en
Administration,1026907,2299568,Contract administrator,1310345,2742645,2026495.0,1432300,https://www.paylab.com/mn/salaryinfo/administration/contract-administrator?lang=en
Administration,1026907,2299568,Data Entry Operator,774036,1855961,1314998.5,1081925,https://www.paylab.com/mn/salaryinfo/administration/data-entry-operator?lang=en
Administration,1026907,2299568,Data entry operator,880964,1953572,1417268.0,1072608,https://www.paylab.com/mn/salaryinfo/administration/data-entry-operator?lang=en
Administration,1026907,2299568,"Diversity, Equity and Inclusion Manager",1614510,3293892,2454201.0,1679382,https://www.paylab.com/mn/salaryinfo/administration/diversity-equity-and-inclusion-manager?lang=en
Administration,1026907,2299568,Office Manager,1056794,2858031,1957412.5,1801237,https://www.paylab.com/mn/salaryinfo/administration/office-manager?lang=en
Administration,1026907,2299568,Procurement specialist,1095104,2949989,2022546.5,1854885,https://www.paylab.com/mn/salaryinfo/administration/procurement-specialist?lang=en
Administration,1026907,2299568,Project Assistant,1227876,2344307,1786091.5,1116431,https://www.paylab.com/mn/salaryinfo/administration/project-assistant?lang=en
Administration,1026907,2299568,Project Coordinator,1265043,3288768,2276905.5,2023725,https://www.paylab.com/mn/salaryinfo/administration/project-coordinator?lang=en
Administration,1026907,2299568,Project planner,1723000,3286105,2504552.5,1563105,https://www.paylab.com/mn/salaryinfo/administration/project-planner?lang=en
Administration,1026907,2299568,Receptionist,844765,1926803,1385784.0,1082038,https://www.paylab.com/mn/salaryinfo/administration/receptionist?lang=en
Administration,1026907,2299568,Receptionist I,861968,1963773,1412870.5,1101805,https://www.paylab.com/mn/salaryinfo/administration/receptionist-i?lang=en
Administration,1026907,2299568,Secretary,926787,2048763,1487775.0,1121976,https://www.paylab.com/mn/salaryinfo/administration/secretary?lang=en
"Agriculture, Food Industry",947650,2277978,"Agricultural Engineer, Agronomist",1060203,2507707,1783955.0,1447504,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/agricultural-engineer-agronomist?lang=en
"Agriculture, Food Industry",947650,2277978,Agricultural Equipment Operator,1006243,1999514,1502878.5,993271,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/agricultural-equipment-operator?lang=en
"Agriculture, Food Industry",947650,2277978,Agricultural Specialist,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/agricultural-specialist?lang=en
"Agriculture, Food Industry",947650,2277978,Agricultural Technician,1017012,2405547,1711279.5,1388535,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/agricultural-technician?lang=en
"Agriculture, Food Industry",947650,2277978,Agricultural Technologist,1263844,2893507,2078675.5,1629663,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/agricultural-technologist?lang=en
"Agriculture, Food Industry",947650,2277978,Animal Care Worker,711022,1878105,1294563.5,1167083,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/animal-care-worker?lang=en
"Agriculture, Food Industry",947650,2277978,Baker,1048002,2036595,1542298.5,988593,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/baker?lang=en
"Agriculture, Food Industry",947650,2277978,Butcher,1194594,2231894,1713244.0,1037300,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/butcher?lang=en
"Agriculture, Food Industry",947650,2277978,Food Engineer,1097549,2512782,1805165.5,1415233,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/food-engineer?lang=en
"Agriculture, Food Industry",947650,2277978,Food Technician,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/food-technician?lang=en
"Agriculture, Food Industry",947650,2277978,Food Technologist,1120571,2563731,1842151.0,1443160,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/food-technologist?lang=en
"Agriculture, Food Industry",947650,2277978,Grain Receiver,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/grain-receiver?lang=en
"Agriculture, Food Industry",947650,2277978,Livestock Specialist,945158,2116024,1530591.0,1170866,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/livestock-specialist?lang=en
"Agriculture, Food Industry",947650,2277978,Milker,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/milker?lang=en
"Agriculture, Food Industry",947650,2277978,"Pastry Chef, Confectioner",934465,1798566,1366515.5,864101,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/pastry-chef-confectioner?lang=en
"Agriculture, Food Industry",947650,2277978,Picker,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/picker?lang=en
"Agriculture, Food Industry",947650,2277978,"Tractor, harvester driver",988822,1965776,1477299.0,976954,https://www.paylab.com/mn/salaryinfo/agriculture-food-industry/tractor-harvester-driver?lang=en
Arts & Culture,930853,2425993,Actor,732834,1978134,1355484.0,1245300,https://www.paylab.com/mn/salaryinfo/arts-culture/actor?lang=en
Arts & Culture,930853,2425993,Archaeologist,839244,2251886,1545565.0,1412642,https://www.paylab.com/mn/salaryinfo/arts-culture/archaeologist?lang=en
Arts & Culture,930853,2425993,Choreographer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/choreographer?lang=en
Arts & Culture,930853,2425993,Cultural Officer,979332,1934677,1457004.5,955345,https://www.paylab.com/mn/salaryinfo/arts-culture/cultural-officer?lang=en
Arts & Culture,930853,2425993,Curator,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/curator?lang=en
Arts & Culture,930853,2425993,Dancer,857407,2330279,1593843.0,1472872,https://www.paylab.com/mn/salaryinfo/arts-culture/dancer?lang=en
Arts & Culture,930853,2425993,Designer,1163017,2614666,1888841.5,1451649,https://www.paylab.com/mn/salaryinfo/arts-culture/designer?lang=en
Arts & Culture,930853,2425993,Film Editor,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/film-editor?lang=en
Arts & Culture,930853,2425993,"Guide in the museum, gallery, castle",0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/guide-in-the-museum-gallery-castle?lang=en
Arts & Culture,930853,2425993,Lighting Technician,1123246,2557956,1840601.0,1434710,https://www.paylab.com/mn/salaryinfo/arts-culture/lighting-technician?lang=en
Arts & Culture,930853,2425993,"Make-Up Artist, Wigmaker",811806,2155773,1483789.5,1343967,https://www.paylab.com/mn/salaryinfo/arts-culture/make-up-artist-wigmaker?lang=en
Arts & Culture,930853,2425993,Model,912678,2618240,1765459.0,1705562,https://www.paylab.com/mn/salaryinfo/arts-culture/model?lang=en
Arts & Culture,930853,2425993,Photographer,872944,2419573,1646258.5,1546629,https://www.paylab.com/mn/salaryinfo/arts-culture/photographer?lang=en
Arts & Culture,930853,2425993,Restorer/Conservator,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/restorer-conservator?lang=en
Arts & Culture,930853,2425993,Sound Engineer,1040853,2479634,1760243.5,1438781,https://www.paylab.com/mn/salaryinfo/arts-culture/sound-engineer?lang=en
Arts & Culture,930853,2425993,Stagehand,798827,2028077,1413452.0,1229250,https://www.paylab.com/mn/salaryinfo/arts-culture/stagehand?lang=en
Arts & Culture,930853,2425993,VFX artist,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/vfx-artist?lang=en
Arts & Culture,930853,2425993,Wardrobe Assistant,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/arts-culture/wardrobe-assistant?lang=en
Arts & Culture,930853,2425993,"Window Dresser, Decorator",795453,2090822,1443137.5,1295369,https://www.paylab.com/mn/salaryinfo/arts-culture/window-dresser-decorator?lang=en
Banking,1007800,3674656,Account Manager,1267102,3305108,2286105.0,2038006,https://www.paylab.com/mn/salaryinfo/banking/account-manager?lang=en
Banking,1007800,3674656,Anti-Money Laundering Specialist,1191030,2779013,1985021.5,1587983,https://www.paylab.com/mn/salaryinfo/banking/anti-money-laundering-specialist?lang=en
Banking,1007800,3674656,Back Office Specialist,1081748,2593893,1837820.5,1512145,https://www.paylab.com/mn/salaryinfo/banking/back-office-specialist?lang=en
Banking,1007800,3674656,Branch Director,1418695,4654429,3036562.0,3235734,https://www.paylab.com/mn/salaryinfo/banking/branch-director?lang=en
Banking,1007800,3674656,Card Services Clerk,1004259,2511027,1757643.0,1506768,https://www.paylab.com/mn/salaryinfo/banking/card-services-clerk?lang=en
Banking,1007800,3674656,Cashier,814777,1602641,1208709.0,787864,https://www.paylab.com/mn/salaryinfo/banking/cashier?lang=en
Banking,1007800,3674656,Claims Administrator,957535,2373475,1665505.0,1415940,https://www.paylab.com/mn/salaryinfo/banking/claims-administrator?lang=en
Banking,1007800,3674656,Client officer,886677,2231020,1558848.5,1344343,https://www.paylab.com/mn/salaryinfo/banking/client-officer?lang=en
Banking,1007800,3674656,Compliance Specialist,1530175,3725020,2627597.5,2194845,https://www.paylab.com/mn/salaryinfo/banking/compliance-specialist?lang=en
Banking,1007800,3674656,Custody Specialist,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/banking/custody-specialist?lang=en
Banking,1007800,3674656,Dealer/Trader,1165917,2838280,2002098.5,1672363,https://www.paylab.com/mn/salaryinfo/banking/dealer-trader?lang=en
Banking,1007800,3674656,Department Manager,1370542,4630054,3000298.0,3259512,https://www.paylab.com/mn/salaryinfo/banking/department-manager?lang=en
Banking,1007800,3674656,Financial Advisor,1126455,2706033,1916244.0,1579578,https://www.paylab.com/mn/salaryinfo/banking/financial-advisor?lang=en
Banking,1007800,3674656,Financial Analyst,1432399,3590392,2511395.5,2157993,https://www.paylab.com/mn/salaryinfo/banking/financial-analyst?lang=en
Banking,1007800,3674656,Internal Auditor,1611174,3874941,2743057.5,2263767,https://www.paylab.com/mn/salaryinfo/banking/internal-auditor?lang=en
Banking,1007800,3674656,Loan Specialist,1117088,2820129,1968608.5,1703041,https://www.paylab.com/mn/salaryinfo/banking/loan-specialist?lang=en
Banking,1007800,3674656,Mortgage Specialist,1108217,2788448,1948332.5,1680231,https://www.paylab.com/mn/salaryinfo/banking/mortgage-specialist?lang=en
Banking,1007800,3674656,Payments Clerk,974459,2460057,1717258.0,1485598,https://www.paylab.com/mn/salaryinfo/banking/payments-clerk?lang=en
Banking,1007800,3674656,Personal Banker,1096882,2670221,1883551.5,1573339,https://www.paylab.com/mn/salaryinfo/banking/personal-banker?lang=en
Banking,1007800,3674656,Private Banker,1394703,3354321,2374512.0,1959618,https://www.paylab.com/mn/salaryinfo/banking/private-banker?lang=en
Banking,1007800,3674656,Product Manager - Specialist,1381209,4521423,2951316.0,3140214,https://www.paylab.com/mn/salaryinfo/banking/product-manager-specialist?lang=en
Banking,1007800,3674656,Product Marketing Manager,1493674,4918897,3206285.5,3425223,https://www.paylab.com/mn/salaryinfo/banking/product-marketing-manager?lang=en
Banking,1007800,3674656,Relationship Manager,1409809,3510512,2460160.5,2100703,https://www.paylab.com/mn/salaryinfo/banking/relationship-manager?lang=en
Banking,1007800,3674656,Risk Specialist,1488850,3580748,2534799.0,2091898,https://www.paylab.com/mn/salaryinfo/banking/risk-specialist?lang=en
Banking,1007800,3674656,"Seller of Bank Services, Loan Officer",1190133,2268267,1729200.0,1078134,https://www.paylab.com/mn/salaryinfo/banking/seller-of-bank-services-loan-officer?lang=en
Banking,1007800,3674656,Stock Broker,1412666,3523718,2468192.0,2111052,https://www.paylab.com/mn/salaryinfo/banking/stock-broker?lang=en
Car Industry,1108809,2806254,Auto Electrician,1130208,2481542,1805875.0,1351334,https://www.paylab.com/mn/salaryinfo/car-industry/auto-electrician?lang=en
Car Industry,1108809,2806254,Car Glass Fitter,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/car-industry/car-glass-fitter?lang=en
Car Industry,1108809,2806254,Car Mechanic,1080833,2350800,1715816.5,1269967,https://www.paylab.com/mn/salaryinfo/car-industry/car-mechanic?lang=en
Car Industry,1108809,2806254,Car Upholsterer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/car-industry/car-upholsterer?lang=en
Car Industry,1108809,2806254,Design Engineer,1154293,3169751,2162022.0,2015458,https://www.paylab.com/mn/salaryinfo/car-industry/design-engineer?lang=en
Car Industry,1108809,2806254,Diagnostic Technician,1066667,2685580,1876123.5,1618913,https://www.paylab.com/mn/salaryinfo/car-industry/diagnostic-technician?lang=en
Car Industry,1108809,2806254,Electrical Engineering Technician,987483,2242226,1614854.5,1254743,https://www.paylab.com/mn/salaryinfo/car-industry/electrical-engineering-technician?lang=en
Car Industry,1108809,2806254,Machine Operator,887366,1942663,1415014.5,1055297,https://www.paylab.com/mn/salaryinfo/car-industry/machine-operator?lang=en
Car Industry,1108809,2806254,Maintenance Engineer,1221133,3346836,2283984.5,2125703,https://www.paylab.com/mn/salaryinfo/car-industry/maintenance-engineer?lang=en
Car Industry,1108809,2806254,Mechatronics Technician,1130482,2462317,1796399.5,1331835,https://www.paylab.com/mn/salaryinfo/car-industry/mechatronics-technician?lang=en
Car Industry,1108809,2806254,Process Engineer,1246175,3696648,2471411.5,2450473,https://www.paylab.com/mn/salaryinfo/car-industry/process-engineer?lang=en
Car Industry,1108809,2806254,Quality Inspector,1003904,2250356,1627130.0,1246452,https://www.paylab.com/mn/salaryinfo/car-industry/quality-inspector?lang=en
Car Industry,1108809,2806254,Repairer,1054092,2255413,1654752.5,1201321,https://www.paylab.com/mn/salaryinfo/car-industry/repairer?lang=en
Car Industry,1108809,2806254,Technologist,1126955,2948202,2037578.5,1821247,https://www.paylab.com/mn/salaryinfo/car-industry/technologist?lang=en
Car Industry,1108809,2806254,Tyre Fitter,922645,2002568,1462606.5,1079923,https://www.paylab.com/mn/salaryinfo/car-industry/tyre-fitter?lang=en
Car Industry,1108809,2806254,Varnisher,1109258,2404814,1757036.0,1295556,https://www.paylab.com/mn/salaryinfo/car-industry/varnisher?lang=en
Car Industry,1108809,2806254,Vehicle Body Repairer,1176528,2535901,1856214.5,1359373,https://www.paylab.com/mn/salaryinfo/car-industry/vehicle-body-repairer?lang=en
Chemical Industry,1138349,2460439,Chemical Engineer,1133896,2925571,2029733.5,1791675,https://www.paylab.com/mn/salaryinfo/chemical-industry/chemical-engineer?lang=en
Chemical Industry,1138349,2460439,Chemical Lab Technician,831715,2172687,1502201.0,1340972,https://www.paylab.com/mn/salaryinfo/chemical-industry/chemical-lab-technician?lang=en
Chemical Industry,1138349,2460439,Chemist,1105685,2682406,1894045.5,1576721,https://www.paylab.com/mn/salaryinfo/chemical-industry/chemist?lang=en
Chemical Industry,1138349,2460439,Machine Operator,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/chemical-industry/machine-operator?lang=en
Chemical Industry,1138349,2460439,Technologist,1238445,3125167,2181806.0,1886722,https://www.paylab.com/mn/salaryinfo/chemical-industry/technologist?lang=en
Commerce,952244,2907042,Account Manager,1160565,3468749,2314657.0,2308184,https://www.paylab.com/mn/salaryinfo/commerce/account-manager?lang=en
Commerce,952244,2907042,Betting Clerk,740173,2459309,1599741.0,1719136,https://www.paylab.com/mn/salaryinfo/commerce/betting-clerk?lang=en
Commerce,952244,2907042,Bookmaker,1054527,3105243,2079885.0,2050716,https://www.paylab.com/mn/salaryinfo/commerce/bookmaker?lang=en
Commerce,952244,2907042,Branch Director,1836704,4995299,3416001.5,3158595,https://www.paylab.com/mn/salaryinfo/commerce/branch-director?lang=en
Commerce,952244,2907042,Business Analyst,1458396,3834934,2646665.0,2376538,https://www.paylab.com/mn/salaryinfo/commerce/business-analyst?lang=en
Commerce,952244,2907042,Buying Agent,966082,2934836,1950459.0,1968754,https://www.paylab.com/mn/salaryinfo/commerce/buying-agent?lang=en
Commerce,952244,2907042,Car salesman,1090748,3162612,2126680.0,2071864,https://www.paylab.com/mn/salaryinfo/commerce/car-salesman?lang=en
Commerce,952244,2907042,Cashier,575382,2145558,1360470.0,1570176,https://www.paylab.com/mn/salaryinfo/commerce/cashier?lang=en
Commerce,952244,2907042,Complaints Department Clerk,680487,2354280,1517383.5,1673793,https://www.paylab.com/mn/salaryinfo/commerce/complaints-department-clerk?lang=en
Commerce,952244,2907042,Customer Relationship Manager,1529062,4137621,2833341.5,2608559,https://www.paylab.com/mn/salaryinfo/commerce/customer-relationship-manager?lang=en
Commerce,952244,2907042,Deputy shop manager,736447,2491856,1614151.5,1755409,https://www.paylab.com/mn/salaryinfo/commerce/deputy-shop-manager?lang=en
Commerce,952244,2907042,Distribution Clerk,831126,2572519,1701822.5,1741393,https://www.paylab.com/mn/salaryinfo/commerce/distribution-clerk?lang=en
Commerce,952244,2907042,E-Commerce Manager,1555749,4020078,2787913.5,2464329,https://www.paylab.com/mn/salaryinfo/commerce/e-commerce-manager?lang=en
Commerce,952244,2907042,E-Commerce Specialist,941484,2775038,1858261.0,1833554,https://www.paylab.com/mn/salaryinfo/commerce/e-commerce-specialist?lang=en
Commerce,952244,2907042,Expert Shop Assistant,736887,2451747,1594317.0,1714860,https://www.paylab.com/mn/salaryinfo/commerce/expert-shop-assistant?lang=en
Commerce,952244,2907042,Junior Sales Representative,901360,2875883,1888621.5,1974523,https://www.paylab.com/mn/salaryinfo/commerce/junior-sales-representative?lang=en
Commerce,952244,2907042,Key Account Manager,1561116,4243489,2902302.5,2682373,https://www.paylab.com/mn/salaryinfo/commerce/key-account-manager?lang=en
Commerce,952244,2907042,Kitchen Designer,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/commerce/kitchen-designer?lang=en
Commerce,952244,2907042,Online shop administrator,721976,2256721,1489348.5,1534745,https://www.paylab.com/mn/salaryinfo/commerce/online-shop-administrator?lang=en
Commerce,952244,2907042,Product Marketing Manager,1385085,3765829,2575457.0,2380744,https://www.paylab.com/mn/salaryinfo/commerce/product-marketing-manager?lang=en
Commerce,952244,2907042,Promotional Assistant,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/commerce/promotional-assistant?lang=en
Commerce,952244,2907042,Retail Store Manager,908529,2714813,1811671.0,1806284,https://www.paylab.com/mn/salaryinfo/commerce/retail-store-manager?lang=en
Commerce,952244,2907042,Sales Consultant,818995,2598500,1708747.5,1779505,https://www.paylab.com/mn/salaryinfo/commerce/sales-consultant?lang=en
Commerce,952244,2907042,Sales Engineer,1425162,3892464,2658813.0,2467302,https://www.paylab.com/mn/salaryinfo/commerce/sales-engineer?lang=en
Commerce,952244,2907042,Sales Object Manager,1300101,3527354,2413727.5,2227253,https://www.paylab.com/mn/salaryinfo/commerce/sales-object-manager?lang=en
Commerce,952244,2907042,Sales Officer,893544,2864570,1879057.0,1971026,https://www.paylab.com/mn/salaryinfo/commerce/sales-officer?lang=en
Commerce,952244,2907042,Sales Representative,1016691,3047153,2031922.0,2030462,https://www.paylab.com/mn/salaryinfo/commerce/sales-representative?lang=en
Commerce,952244,2907042,Sales coordinator,836859,2710492,1773675.5,1873633,https://www.paylab.com/mn/salaryinfo/commerce/sales-coordinator?lang=en
Commerce,952244,2907042,Seller / Cashier,647386,2204127,1425756.5,1556741,https://www.paylab.com/mn/salaryinfo/commerce/seller-cashier?lang=en
Commerce,952244,2907042,Senior Sales Representative,1366245,3798582,2582413.5,2432337,https://www.paylab.com/mn/salaryinfo/commerce/senior-sales-representative?lang=en
Commerce,952244,2907042,Shelf Stacker/Merchandiser,591557,2140925,1366241.0,1549368,https://www.paylab.com/mn/salaryinfo/commerce/shelf-stacker-merchandiser?lang=en
Commerce,952244,2907042,Shop Assistant,576499,2116114,1346306.5,1539615,https://www.paylab.com/mn/salaryinfo/commerce/shop-assistant?lang=en
Commerce,952244,2907042,Shop Window Decorator,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/commerce/shop-window-decorator?lang=en
Commerce,952244,2907042,Store Department Manager,883859,2788959,1836409.0,1905100,https://www.paylab.com/mn/salaryinfo/commerce/store-department-manager?lang=en
Commerce,952244,2907042,Telemarketer,829867,2703638,1766752.5,1873771,https://www.paylab.com/mn/salaryinfo/commerce/telemarketer?lang=en
Commerce,952244,2907042,Visual merchandiser,615179,2200059,1407619.0,1584880,https://www.paylab.com/mn/salaryinfo/commerce/visual-merchandiser?lang=en
Construction & Real Estate,1093317,3238855,Architect,1039750,3017199,2028474.5,1977449,https://www.paylab.com/mn/salaryinfo/construction-real-estate/architect?lang=en
Construction & Real Estate,1093317,3238855,Bidding engineer,906945,2693961,1800453.0,1787016,https://www.paylab.com/mn/salaryinfo/construction-real-estate/bidding-engineer?lang=en
Construction & Real Estate,1093317,3238855,Bricklayer,928563,2694551,1811557.0,1765988,https://www.paylab.com/mn/salaryinfo/construction-real-estate/bricklayer?lang=en
Construction & Real Estate,1093317,3238855,Building Control Surveyor,1241974,3704106,2473040.0,2462132,https://www.paylab.com/mn/salaryinfo/construction-real-estate/building-control-surveyor?lang=en
Construction & Real Estate,1093317,3238855,Building Technician,988989,2899054,1944021.5,1910065,https://www.paylab.com/mn/salaryinfo/construction-real-estate/building-technician?lang=en
Construction & Real Estate,1093317,3238855,CAD Specialist,993936,3070242,2032089.0,2076306,https://www.paylab.com/mn/salaryinfo/construction-real-estate/cad-specialist?lang=en
Construction & Real Estate,1093317,3238855,Carpenter,875840,2620774,1748307.0,1744934,https://www.paylab.com/mn/salaryinfo/construction-real-estate/carpenter?lang=en
Construction & Real Estate,1093317,3238855,Civil Engineer,1191036,3563710,2377373.0,2372674,https://www.paylab.com/mn/salaryinfo/construction-real-estate/civil-engineer?lang=en
Construction & Real Estate,1093317,3238855,Construction Manager,1169188,3360474,2264831.0,2191286,https://www.paylab.com/mn/salaryinfo/construction-real-estate/construction-manager?lang=en
Construction & Real Estate,1093317,3238855,Construction Plant Operator,919123,2641738,1780430.5,1722615,https://www.paylab.com/mn/salaryinfo/construction-real-estate/construction-plant-operator?lang=en
Construction & Real Estate,1093317,3238855,Construction worker,863691,2605353,1734522.0,1741662,https://www.paylab.com/mn/salaryinfo/construction-real-estate/construction-worker?lang=en
Construction & Real Estate,1093317,3238855,Crane Operator,975941,2905602,1940771.5,1929661,https://www.paylab.com/mn/salaryinfo/construction-real-estate/crane-operator?lang=en
Construction & Real Estate,1093317,3238855,Design Engineer,963947,2978674,1971310.5,2014727,https://www.paylab.com/mn/salaryinfo/construction-real-estate/design-engineer?lang=en
Construction & Real Estate,1093317,3238855,Design Technician,1010212,2988190,1999201.0,1977978,https://www.paylab.com/mn/salaryinfo/construction-real-estate/design-technician?lang=en
Construction & Real Estate,1093317,3238855,Estate Agent,1172597,3521523,2347060.0,2348926,https://www.paylab.com/mn/salaryinfo/construction-real-estate/estate-agent?lang=en
Construction & Real Estate,1093317,3238855,Finishing works in constructions,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/finishing-works-in-constructions?lang=en
Construction & Real Estate,1093317,3238855,Fitter/Assembler,959277,2933010,1946143.5,1973733,https://www.paylab.com/mn/salaryinfo/construction-real-estate/fitter-assembler?lang=en
Construction & Real Estate,1093317,3238855,"Floor Layer, Paver",0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/floor-layer-paver?lang=en
Construction & Real Estate,1093317,3238855,Geologist,1128512,3444317,2286414.5,2315805,https://www.paylab.com/mn/salaryinfo/construction-real-estate/geologist?lang=en
Construction & Real Estate,1093317,3238855,Geotechnical investigator,911470,2748175,1829822.5,1836705,https://www.paylab.com/mn/salaryinfo/construction-real-estate/geotechnical-investigator?lang=en
Construction & Real Estate,1093317,3238855,Industrial Climber,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/industrial-climber?lang=en
Construction & Real Estate,1093317,3238855,Interior Designer,900845,2622167,1761506.0,1721322,https://www.paylab.com/mn/salaryinfo/construction-real-estate/interior-designer?lang=en
Construction & Real Estate,1093317,3238855,Ironworker,786644,2390330,1588487.0,1603686,https://www.paylab.com/mn/salaryinfo/construction-real-estate/ironworker?lang=en
Construction & Real Estate,1093317,3238855,Junior Architect,816947,2383184,1600065.5,1566237,https://www.paylab.com/mn/salaryinfo/construction-real-estate/junior-architect?lang=en
Construction & Real Estate,1093317,3238855,Land Surveyor/Geodesist,947842,2779310,1863576.0,1831468,https://www.paylab.com/mn/salaryinfo/construction-real-estate/land-surveyor-geodesist?lang=en
Construction & Real Estate,1093317,3238855,Landscape Architect,836184,2504307,1670245.5,1668123,https://www.paylab.com/mn/salaryinfo/construction-real-estate/landscape-architect?lang=en
Construction & Real Estate,1093317,3238855,"Machine Operator, Machinist",872740,2559485,1716112.5,1686745,https://www.paylab.com/mn/salaryinfo/construction-real-estate/machine-operator-machinist?lang=en
Construction & Real Estate,1093317,3238855,Mainentenance worker,851761,2545302,1698531.5,1693541,https://www.paylab.com/mn/salaryinfo/construction-real-estate/mainentenance-worker?lang=en
Construction & Real Estate,1093317,3238855,Painter,871793,2661672,1766732.5,1789879,https://www.paylab.com/mn/salaryinfo/construction-real-estate/painter?lang=en
Construction & Real Estate,1093317,3238855,Pipe fitter,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/pipe-fitter?lang=en
Construction & Real Estate,1093317,3238855,Planning assistant,912911,2678149,1795530.0,1765238,https://www.paylab.com/mn/salaryinfo/construction-real-estate/planning-assistant?lang=en
Construction & Real Estate,1093317,3238855,Production Manager,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/production-manager?lang=en
Construction & Real Estate,1093317,3238855,Project Manager,1558395,4777313,3167854.0,3218918,https://www.paylab.com/mn/salaryinfo/construction-real-estate/project-manager?lang=en
Construction & Real Estate,1093317,3238855,Property Manager,981722,2997296,1989509.0,2015574,https://www.paylab.com/mn/salaryinfo/construction-real-estate/property-manager?lang=en
Construction & Real Estate,1093317,3238855,Quantity Surveyor,1001462,2981584,1991523.0,1980122,https://www.paylab.com/mn/salaryinfo/construction-real-estate/quantity-surveyor?lang=en
Construction & Real Estate,1093317,3238855,Real Estate Appraiser,1107069,3378870,2242969.5,2271801,https://www.paylab.com/mn/salaryinfo/construction-real-estate/real-estate-appraiser?lang=en
Construction & Real Estate,1093317,3238855,Real estate maintenance,774013,2284157,1529085.0,1510144,https://www.paylab.com/mn/salaryinfo/construction-real-estate/real-estate-maintenance?lang=en
Construction & Real Estate,1093317,3238855,Refrigeration Mechanic,965269,2873828,1919548.5,1908559,https://www.paylab.com/mn/salaryinfo/construction-real-estate/refrigeration-mechanic?lang=en
Construction & Real Estate,1093317,3238855,Roofer,933809,2822651,1878230.0,1888842,https://www.paylab.com/mn/salaryinfo/construction-real-estate/roofer?lang=en
Construction & Real Estate,1093317,3238855,Scaffolder,1077142,3249443,2163292.5,2172301,https://www.paylab.com/mn/salaryinfo/construction-real-estate/scaffolder?lang=en
Construction & Real Estate,1093317,3238855,Spatial Planner,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/spatial-planner?lang=en
Construction & Real Estate,1093317,3238855,Stonemason,0,0,0.0,0,https://www.paylab.com/mn/salaryinfo/construction-real-estate/stonemason?lang=en
